tweet,label
"Bitches be watching me from other bitches pages THATS RIGHT BITCH , TEAM WORK ",1
"Bitches be wearing extensions , fake eye lashes and make up talkin bout they bad bitches . No bitch you are not bad you 're a created player ",1
Bitches bitches bitches ,1
Bitches ca n't fuck with my bitches they deadly ,1
Bitches cheat on they bitch ... But be SOOOOOO HURT when they bitch cheat back . ,1
"Bitches complain about they baby daddies not being shit , but bitch you KNEW he was n't shit you did n't HAVE to keep that baby you CHOSE to ",0
Bitches corny with that not saving numbers shit I hate them hoes ,1
Bitches do n't even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches ,1
Bitches do nt wann fxck me no more bitches wanna fxck all my bitches ,1
Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga ,0
"Bitches know they bitches , bitch . ",1
Bitches love beefing over a nigga that 's always in other bitches faces . ,1
Bitches make me happy . Material objects make bitches happy   ,0
Bitches on me bout da lil flexin shit on snapchat   bitch please ,1
Bitches rather be petty with his hoes instead of posting bail now that ah really fck em up ..... psa ,1
Bitches so stupid Yal ca n't know how I 'm bouta start popping bitches ,1
"Bitches swear up and down they pussy the best , but ai n't . ",1
Bitches talmbout they limber got these bitches In limbo ,1
Bitches think they 're slick but no matter how hard they try and hide it we can still tell if they 're hoes or not ,1
Bitches will be bitches ,1
Bitches will be bitches . ,1
Bitches with kids are retarded ,1
Bitches with trash pussy always want unprotected sex ,1
"Bitches , bitches , bitches . ",1
"Bite me bitch , chew on a 19 footer ",0
Bitzy probably popped a Percocet before she had these drinks with Mellie . She seems like that kind of of trill ol' bitch . ,1
"Bjergsen just made a full AS rune page . I do n't just me full AS reds and Quints I mean AS reds , blues , yellows , and Quints . 47 % AS ",0
Blac Chyna 's ass should 've threw him off first of all . It 's wop sided and those cheek piercing trashy as hell . ,1
Black Dynamite   All the hoes gone ? My dick harder than slavery * wall - slides * ,1
Black bitches be boisterous belligerent buffaloes ,0
Black bitches do n't be kickin up in our school . Bitches still comin wit durags still on they head nd shit . ,1
Black cops want to kill white citizens . Spic cops want to kill Anglo citizens . Zigeuner cops are all rapists . ,1
"Black guy in class * attempts to throw a paper ball into the trash**misses * Mrs. Mundy You 're a disgrace to your race , Marcus ",0
Black people like   disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity ,1
Black twitter needs to get off Paul George dick about him impregnating a stripper . Wiz did . Tyga did . Kanye turned a hoe into a housewife ,1
Blah blah Idgaf bout you crazy ass bitch ,1
Blah blah blah blah .. How it sound when these bitches talk ,1
Blah . In all honesty .... I just need some pussy . That 's it ,1
Blatt trash too ... but twitter said he was good ,0
Blocked his fuzzy butt .     Ignore this low life creature .... ,1
"Blonde bitch wit her blue eyes , like butter when she spread ",1
Blood this nigga Dion retarded ,0
Blow up the pussy like Hussein . Bitch look at me crazy like who 's sane ? ,1
Blows my mind how some guys have these model type girls then cheat on them with some ghetto hoe . ,1
"Blunt to the head , fuck Feds , I eat pussy till my tongue red ",0
Boats n hoes boats n hoes got ta have me my boats n hoes ,0
Bobby bitch ,1
Bobby bitch dropping in five minutes though .... Let that sink in ,1
Bobby bitch nigga ,1
Bobby bitch ? Dickhead   TOP 3 BOBBY SHMURDA SONGS1 . HOT NIGGA2.3 . ,0
Bobby stole the black from Gabby . Pedro But she kept all the ghetto . ,1
"Bomb your house , Then fuck your bitch . All hail Al Qaeda ",1
Bond had the hoes and the money Bourne kicked ass no gadgets hawk always let a bitch die ,1
Boney ass bitch farting out mini basketballs ,1
Boosie ran this hoe ,1
Boozer so trash ,0
Bored then a hoe in the auditorium   hmu ,1
Bored then a hoe Listening to these fuck ass adults lecturing us with   ,1
Boss ass bitch remix   ,1
Bossd up on my old hoes ,1
Boston 's Jihadi Nest and Student Arm of the Muslim Brotherhood   Joe For America   via ,0
Both but that was the old me lol U be havin bitches on deck for the sex or it 's a new joint every time ? ,1
Both of my bitches drive range rovers ,1
Both of them hoes losers and need to hit the gym ,1
Both trash but I guess they got tired of Chalmers trash starting How chalmers lose his job to Norris Cole ? Lmfaoooo ,0
Both y' all pussy son beat it ,1
Bought that bitch mozzarella sticks . Bitches love mozzarella sticks ,1
Bought these bitches breakfast and now getting kissed on my cheeks non stop ... lol . Check out is literally in 5 mins tho ,1
"Bought this Lp in Manchester the other week , had no idea it was coloured vinyl . Man what a steal   ",0
Bout tht time where the hoes are gettin dicked down ,1
Bout to bust this bitch wide open . Such a waste of money ,0
Bout to dub dis bitch ,1
Bout to get a breasts reduction these bitches be in the way ,1
Bout to make some brownies in a few . ,0
Bout to put me some hoes on backpage .. Try my pimp hand out ,1
Bout to smoke a 3.5 n dis bitch .. ,0
Bout to unfollow all the bitches I follow currently and follow all new bitches . I need change in my life and I feel like that 's a good start ,1
Bouta Rasengan all these stupid bitches ,1
"Bow down bitches , bow down bitchess ",1
Bowling Green 's campus looks old as fuck . Like state penitentiary old . But they do have a lot of bitches so I guess that counts for a lot ,1
"Boy Yo bitch a lame , Do nt Nobody Know Her but you ",1
Boy Yung thug is a fag ,0
Boy a bitch STILL ai n't got the proper amount of sleep ,1
Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period   i was yelln n shit ,1
Boy these downlow niccas should be ashamed ,0
Boy you got ta turn that Nikki song all the way down on the volume kuz it 's trash ... But that the ass fat lawd ,0
Boy   Some hoes be setting themselves up for failure shit be so funny I 'm sleep tho   ,1
Boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal . ,1
Boys do nt wanna seem like bitch that s why they do nt express feelings like us females do ,1
"Boys want bad bitches , and dummies . Men want strong women who respect themselves and support his grind while handling hers . ",1
Boyyyyy if I had a bitch who pussy taste lil mama 's spaghetti .... THAT WOULD B 1 HAPPY BITCH ,1
Brackin in da bity boolin wit sum bitches straight bleedin ,1
Brad Pitt is older than Charlie Sheen . What the fuckkkkkkkkkkkkk . ,0
"Brady heard y all say he was washed , now he washing the league on you hoe ass niggas . ",0
"Brag bout your hoes , you prolly get 0 to no pussy . ",1
Brag to you about the hoes he hittin and when you ask for a pic he show you some sorry ass female .. Then all you can do is laugh .. ,1
Brandon Jennings trash ,0
Break shit fuck the law .... grrrr ... fuck that shit ... punch that bitch ,1
Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese ,0
Breakfast of champions shrimp lobster balls ( no sandusky ) French fries nd a nice big Quahog ( clam for ,0
Breaking News ur a little bitch ,1
Breaking yo bitch like a KitKat nigga ,1
Breakup Anthem   threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact   ,1
Breezy got ta sleep this hoe ,1
Briahna told me the best advice I ever gave her was that it ai nt nothing to cut dat bitch off lmao . ,1
Brie said We were together since before we were born . You guys are twins .. duh bitch . Omg who wrote the script ? ,1
Brilliant job by   to limp it back to the pits without causing a yellow . Wish he did n't need to though . ,0
Bring a niggah some icecream ,1
Bring another bitch for a real nigga . ,0
"Britt attitude be for no reason , bitch mad at breakfast ",1
Bro I 'm bored then a hoe rt ,1
"Bro everybody is a ho then , fuck it , your favorite Color is mango red you are a ho , you charge your phone all the way to 100 % = Ho , smh ",0
Bro what in the fuck y' all bitches thinking ... That is not ok ,1
"Bro 's before hoes , not bro 's over your girlfriend ",1
"Bro 's before hoes , not bro 's over your girlfriend ... ",1
Broke bitches be like oh he Got MONN - NEYYY ,1
Broke bitches make me sick ,0
Broke bitches on my tl ... ,1
Broke bitches that talk shit those the ones that I stunt for ,1
"Broke bitches that talk shit , now them the bitches I stunt for ",1
Broke hoes always wanna argue u ai n't ate all day were u get that energy from ,1
Broke pussy boy Deion 's record . ,0
Broner would still knock half u niccas out ,0
Brooo Chinese sounds goooood then a hoe rn but my momma making carne con chile so I guess I 'm gucci with that ,1
"Brooooooo that wingstop went sooooo clutch , I straight ran through that hoe ",0
Brown is a color so my eyes are colored ,0
Brownies brownies brownies ,0
Browns and redskins should n't be considered nfl teams ,0
Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek . Engvolk ,1
Bruh I 'm ready to get this four wheeler that bitch is fast asf ,1
Bruh He def wanted to call L Rock a nigger in that lastLMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO ,1
Bruh bitches be wearing heels and club outfits to school and shit ,1
Bruh leave it to the coins coons ,0
Bruh this niggah always falls asleep   ,1
Bruh went so hard on that bitch he deserves pimp of the year ,1
Bruh . Sasuke and Sakuras daughter gon na be a bad Uchiha bitch ,1
Bruh . pt . 2 jaxon1114 killed this hoe too last night while we was sleep . ,1
Bruh ...   soo trash .... ,0
Bruhhhh hoes ass laws had to fuck up the fun ,1
Bruised ankle is a bitch ,1
"Brutus looking girl getting off the elevator as I 'm walking into a different one ... No bitch u ca n't come in , u ca n't u ca n't come in . ",1
Bryant must think he 's so cute going out w his stupid ass friends and leaving me here but watch when he gets back   lil bitch ,1
Bsd bitch make it clap ,1
Bt bitches   niggahs always had there hand out ,1
"Bt dubz , ur best pals bitch about u to me quite often ...   ",1
Buddy a fruit    Brandon said you a dirty ass coon ,0
Buddy drug the whole train lmao good ... extra ass hoes ,0
Buddy slapped his rent stress out on that messy bitch . What I done told u hoes bout New York niggas   they temper ? ,0
Build a bear   build a bitch ,1
"Bull color schemes?DULL , you stupid bitch . DUKE WEARS BOLD PASTEL COLORS.Bull makes no sense . ",1
